suicide_demographic_key,Country,Year,Sex,Age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($)
366,Argentina,2002,female,55-74 years,179,2819507,6.35,"97,724,004,252",2840
367,Argentina,2002,female,75+ years,58,1012399,5.73,"97,724,004,252",2840
368,Argentina,2002,female,15-24 years,158,3263542,4.84,"97,724,004,252",2840
369,Argentina,2002,female,35-54 years,194,4355651,4.45,"97,724,004,252",2840
370,Argentina,2002,female,25-34 years,91,2772560,3.28,"97,724,004,252",2840
371,Argentina,2002,male,5-14 years,37,3529201,1.05,"97,724,004,252",2840
372,Argentina,2002,female,5-14 years,23,3418842,0.67,"97,724,004,252",2840
373,Argentina,2003,male,75+ years,272,581842,46.75,"127,586,973,492",3668
374,Argentina,2003,male,55-74 years,577,2420864,23.83,"127,586,973,492",3668
375,Argentina,2003,male,15-24 years,638,3331226,19.15,"127,586,973,492",3668
376,Argentina,2003,male,25-34 years,456,2845955,16.02,"127,586,973,492",3668
377,Argentina,2003,male,35-54 years,625,4237124,14.75,"127,586,973,492",3668
378,Argentina,2003,female,75+ years,68,1044188,6.51,"127,586,973,492",3668
379,Argentina,2003,female,15-24 years,179,3258029,5.49,"127,586,973,492",3668
380,Argentina,2003,female,55-74 years,147,2854473,5.15,"127,586,973,492",3668
381,Argentina,2003,female,35-54 years,196,4402438,4.45,"127,586,973,492",3668
382,Argentina,2003,female,25-34 years,69,2859003,2.41,"127,586,973,492",3668
383,Argentina,2003,male,5-14 years,37,3531507,1.05,"127,586,973,492",3668
384,Argentina,2003,female,5-14 years,25,3419258,0.73,"127,586,973,492",3668
385,Argentina,2004,male,75+ years,227,593409,38.25,"164,657,930,453",4683
386,Argentina,2004,male,55-74 years,500,2459960,20.33,"164,657,930,453",4683
387,Argentina,2004,male,15-24 years,653,3333328,19.59,"164,657,930,453",4683
388,Argentina,2004,male,25-34 years,445,2930079,15.19,"164,657,930,453",4683
389,Argentina,2004,male,35-54 years,599,4284709,13.98,"164,657,930,453",4683
390,Argentina,2004,female,15-24 years,159,3255244,4.88,"164,657,930,453",4683
391,Argentina,2004,female,55-74 years,136,2895423,4.7,"164,657,930,453",4683
392,Argentina,2004,female,75+ years,50,1073648,4.66,"164,657,930,453",4683
393,Argentina,2004,female,35-54 years,185,4450210,4.16,"164,657,930,453",4683
394,Argentina,2004,female,25-34 years,99,2940630,3.37,"164,657,930,453",4683
395,Argentina,2004,male,5-14 years,43,3530061,1.22,"164,657,930,453",4683
396,Argentina,2004,female,5-14 years,25,3416244,0.73,"164,657,930,453",4683
397,Argentina,2005,male,75+ years,225,601176,37.43,"198,737,095,012",5590
398,Argentina,2005,male,55-74 years,489,2505136,19.52,"198,737,095,012",5590
399,Argentina,2005,male,15-24 years,638,3343414,19.08,"198,737,095,012",5590
400,Argentina,2005,male,25-34 years,451,3004991,15.01,"198,737,095,012",5590
401,Argentina,2005,male,35-54 years,539,4336453,12.43,"198,737,095,012",5590
402,Argentina,2005,female,55-74 years,161,2943135,5.47,"198,737,095,012",5590
403,Argentina,2005,female,75+ years,59,1101024,5.36,"198,737,095,012",5590
404,Argentina,2005,female,15-24 years,148,3260468,4.54,"198,737,095,012",5590
405,Argentina,2005,female,35-54 years,171,4500787,3.8,"198,737,095,012",5590
406,Argentina,2005,female,25-34 years,104,3011376,3.45,"198,737,095,012",5590
407,Argentina,2005,male,5-14 years,52,3528848,1.47,"198,737,095,012",5590
408,Argentina,2005,female,5-14 years,21,3413809,0.62,"198,737,095,012",5590
409,Argentina,2006,male,75+ years,246,620010,39.68,"232,557,260,817",6475
410,Argentina,2006,male,15-24 years,656,3357424,19.54,"232,557,260,817",6475
411,Argentina,2006,male,55-74 years,487,2540712,19.17,"232,557,260,817",6475
412,Argentina,2006,male,25-34 years,483,3068991,15.74,"232,557,260,817",6475
413,Argentina,2006,male,35-54 years,585,4383730,13.34,"232,557,260,817",6475
414,Argentina,2006,female,15-24 years,175,3271703,5.35,"232,557,260,817",6475
415,Argentina,2006,female,55-74 years,115,2983954,3.85,"232,557,260,817",6475
416,Argentina,2006,female,35-54 years,160,4549471,3.52,"232,557,260,817",6475
417,Argentina,2006,female,25-34 years,105,3070419,3.42,"232,557,260,817",6475
418,Argentina,2006,female,75+ years,31,1132977,2.74,"232,557,260,817",6475
419,Argentina,2006,male,5-14 years,39,3527369,1.11,"232,557,260,817",6475
420,Argentina,2006,female,5-14 years,26,3412126,0.76,"232,557,260,817",6475
421,Argentina,2007,male,75+ years,225,634995,35.43,"287,530,508,431",7918
422,Argentina,2007,male,15-24 years,577,3381171,17.07,"287,530,508,431",7918
423,Argentina,2007,male,55-74 years,438,2582754,16.96,"287,530,508,431",7918
424,Argentina,2007,male,25-34 years,490,3125322,15.68,"287,530,508,431",7918
425,Argentina,2007,male,35-54 years,571,4436541,12.87,"287,530,508,431",7918
426,Argentina,2007,female,15-24 years,146,3292790,4.43,"287,530,508,431",7918
427,Argentina,2007,female,25-34 years,126,3120162,4.04,"287,530,508,431",7918
428,Argentina,2007,female,55-74 years,108,3033008,3.56,"287,530,508,431",7918
429,Argentina,2007,female,35-54 years,155,4601874,3.37,"287,530,508,431",7918
430,Argentina,2007,female,75+ years,31,1161794,2.67,"287,530,508,431",7918
431,Argentina,2007,male,5-14 years,45,3530454,1.27,"287,530,508,431",7918
432,Argentina,2007,female,5-14 years,34,3414627,1,"287,530,508,431",7918
433,Argentina,2008,male,75+ years,208,646185,32.19,"361,558,037,110",9843
434,Argentina,2008,male,15-24 years,625,3410092,18.33,"361,558,037,110",9843
435,Argentina,2008,male,55-74 years,463,2630686,17.6,"361,558,037,110",9843
436,Argentina,2008,male,25-34 years,531,3172743,16.74,"361,558,037,110",9843
437,Argentina,2008,male,35-54 years,582,4496672,12.94,"361,558,037,110",9843
438,Argentina,2008,female,15-24 years,180,3319037,5.42,"361,558,037,110",9843
439,Argentina,2008,female,35-54 years,173,4660022,3.71,"361,558,037,110",9843
440,Argentina,2008,female,55-74 years,108,3088727,3.5,"361,558,037,110",9843
441,Argentina,2008,female,75+ years,36,1188016,3.03,"361,558,037,110",9843
442,Argentina,2008,female,25-34 years,94,3159967,2.97,"361,558,037,110",9843
443,Argentina,2008,male,5-14 years,39,3539110,1.1,"361,558,037,110",9843
444,Argentina,2008,female,5-14 years,20,3422263,0.58,"361,558,037,110",9843
445,Argentina,2009,male,75+ years,177,653486,27.09,"332,976,484,578",8961
446,Argentina,2009,male,15-24 years,609,3436265,17.72,"332,976,484,578",8961
447,Argentina,2009,male,55-74 years,434,2683502,16.17,"332,976,484,578",8961
448,Argentina,2009,male,25-34 years,504,3210244,15.7,"332,976,484,578",8961
449,Argentina,2009,male,35-54 years,542,4566645,11.87,"332,976,484,578",8961
450,Argentina,2009,female,15-24 years,164,3342385,4.91,"332,976,484,578",8961
451,Argentina,2009,female,55-74 years,112,3148915,3.56,"332,976,484,578",8961
452,Argentina,2009,female,25-34 years,105,3189773,3.29,"332,976,484,578",8961
453,Argentina,2009,female,35-54 years,150,4726814,3.17,"332,976,484,578",8961
454,Argentina,2009,female,75+ years,25,1211934,2.06,"332,976,484,578",8961
455,Argentina,2009,male,5-14 years,34,3553154,0.96,"332,976,484,578",8961
456,Argentina,2009,female,5-14 years,28,3434884,0.82,"332,976,484,578",8961
457,Argentina,2010,male,75+ years,206,657096,31.35,"423,627,422,092",11273
458,Argentina,2010,male,15-24 years,683,3455127,19.77,"423,627,422,092",11273
459,Argentina,2010,male,25-34 years,485,3237957,14.98,"423,627,422,092",11273
460,Argentina,2010,male,55-74 years,397,2740656,14.49,"423,627,422,092",11273
461,Argentina,2010,male,35-54 years,573,4648068,12.33,"423,627,422,092",11273
462,Argentina,2010,female,15-24 years,150,3358103,4.47,"423,627,422,092",11273
463,Argentina,2010,female,35-54 years,162,4804030,3.37,"423,627,422,092",11273
464,Argentina,2010,female,25-34 years,101,3210247,3.15,"423,627,422,092",11273
465,Argentina,2010,female,55-74 years,99,3212253,3.08,"423,627,422,092",11273
466,Argentina,2010,female,75+ years,34,1234182,2.75,"423,627,422,092",11273
467,Argentina,2010,male,5-14 years,33,3570316,0.92,"423,627,422,092",11273
468,Argentina,2010,female,5-14 years,20,3450419,0.58,"423,627,422,092",11273
469,Argentina,2011,male,75+ years,178,674738,26.38,"530,163,281,575",13946
470,Argentina,2011,male,15-24 years,693,3471151,19.96,"530,163,281,575",13946
471,Argentina,2011,male,25-34 years,510,3258804,15.65,"530,163,281,575",13946
472,Argentina,2011,male,55-74 years,416,2788575,14.92,"530,163,281,575",13946
473,Argentina,2011,male,35-54 years,504,4738525,10.64,"530,163,281,575",13946
474,Argentina,2011,female,15-24 years,172,3372659,5.1,"530,163,281,575",13946
475,Argentina,2011,female,35-54 years,157,4893085,3.21,"530,163,281,575",13946
476,Argentina,2011,female,25-34 years,102,3224774,3.16,"530,163,281,575",13946
477,Argentina,2011,female,55-74 years,93,3268753,2.85,"530,163,281,575",13946
478,Argentina,2011,female,75+ years,30,1260121,2.38,"530,163,281,575",13946
479,Argentina,2011,female,5-14 years,29,3472180,0.84,"530,163,281,575",13946
480,Argentina,2011,male,5-14 years,28,3592374,0.78,"530,163,281,575",13946
481,Argentina,2012,male,75+ years,225,688560,32.68,"545,982,375,701",14203
482,Argentina,2012,male,15-24 years,745,3480902,21.4,"545,982,375,701",14203
483,Argentina,2012,male,25-34 years,616,3268154,18.85,"545,982,375,701",14203
484,Argentina,2012,male,55-74 years,451,2839783,15.88,"545,982,375,701",14203
485,Argentina,2012,male,35-54 years,554,4841057,11.44,"545,982,375,701",14203
486,Argentina,2012,female,15-24 years,204,3380770,6.03,"545,982,375,701",14203
487,Argentina,2012,female,35-54 years,164,4993138,3.28,"545,982,375,701",14203
488,Argentina,2012,female,55-74 years,108,3328463,3.24,"545,982,375,701",14203
489,Argentina,2012,female,25-34 years,102,3228400,3.16,"545,982,375,701",14203
490,Argentina,2012,female,75+ years,33,1282726,2.57,"545,982,375,701",14203
491,Argentina,2012,male,5-14 years,29,3615254,0.8,"545,982,375,701",14203
492,Argentina,2012,female,5-14 years,17,3494571,0.49,"545,982,375,701",14203
493,Argentina,2013,male,75+ years,168,699046,24.03,"552,025,140,252",14206
494,Argentina,2013,male,15-24 years,696,3486661,19.96,"552,025,140,252",14206
495,Argentina,2013,male,25-34 years,499,3271373,15.25,"552,025,140,252",14206
496,Argentina,2013,male,55-74 years,398,2894129,13.75,"552,025,140,252",14206
497,Argentina,2013,male,35-54 years,604,4950850,12.2,"552,025,140,252",14206
498,Argentina,2013,female,15-24 years,167,3384642,4.93,"552,025,140,252",14206
499,Argentina,2013,female,25-34 years,102,3226464,3.16,"552,025,140,252",14206
500,Argentina,2013,female,35-54 years,157,5099167,3.08,"552,025,140,252",14206
501,Argentina,2013,female,55-74 years,102,3390673,3.01,"552,025,140,252",14206
502,Argentina,2013,female,75+ years,29,1303352,2.23,"552,025,140,252",14206
503,Argentina,2013,female,5-14 years,32,3515742,0.91,"552,025,140,252",14206
504,Argentina,2013,male,5-14 years,33,3637026,0.91,"552,025,140,252",14206
505,Argentina,2014,male,75+ years,192,706897,27.16,"526,319,673,732",13400
506,Argentina,2014,male,15-24 years,738,3492454,21.13,"526,319,673,732",13400
507,Argentina,2014,male,25-34 years,531,3276955,16.2,"526,319,673,732",13400
508,Argentina,2014,male,55-74 years,405,2951616,13.72,"526,319,673,732",13400
509,Argentina,2014,male,35-54 years,644,5060862,12.73,"526,319,673,732",13400
510,Argentina,2014,female,15-24 years,204,3388324,6.02,"526,319,673,732",13400
511,Argentina,2014,female,35-54 years,196,5203634,3.77,"526,319,673,732",13400
512,Argentina,2014,female,25-34 years,118,3227239,3.66,"526,319,673,732",13400
513,Argentina,2014,female,55-74 years,109,3454994,3.15,"526,319,673,732",13400
514,Argentina,2014,female,75+ years,25,1323654,1.89,"526,319,673,732",13400
515,Argentina,2014,female,5-14 years,35,3533961,0.99,"526,319,673,732",13400
516,Argentina,2014,male,5-14 years,34,3655965,0.93,"526,319,673,732",13400
517,Argentina,2015,male,75+ years,245,712691,34.38,"594,749,285,413",14981
518,Argentina,2015,male,15-24 years,656,3500580,18.74,"594,749,285,413",14981
519,Argentina,2015,male,55-74 years,431,3011963,14.31,"594,749,285,413",14981
520,Argentina,2015,male,25-34 years,465,3289927,14.13,"594,749,285,413",14981
521,Argentina,2015,male,35-54 years,633,5166179,12.25,"594,749,285,413",14981
522,Argentina,2015,female,15-24 years,153,3394201,4.51,"594,749,285,413",14981
523,Argentina,2015,female,55-74 years,125,3520779,3.55,"594,749,285,413",14981
524,Argentina,2015,female,25-34 years,114,3235582,3.52,"594,749,285,413",14981
525,Argentina,2015,female,35-54 years,166,5301368,3.13,"594,749,285,413",14981
526,Argentina,2015,female,75+ years,27,1344980,2.01,"594,749,285,413",14981
527,Argentina,2015,male,5-14 years,39,3672155,1.06,"594,749,285,413",14981
528,Argentina,2015,female,5-14 years,19,3549219,0.54,"594,749,285,413",14981
529,Armenia,1991,male,75+ years,5,28800,17.36,"2,068,526,522",640
530,Armenia,1991,male,25-34 years,20,313800,6.37,"2,068,526,522",640
531,Armenia,1991,female,55-74 years,11,247900,4.44,"2,068,526,522",640
532,Armenia,1991,male,55-74 years,9,203100,4.43,"2,068,526,522",640
533,Armenia,1991,male,35-54 years,14,348500,4.02,"2,068,526,522",640
534,Armenia,1991,female,75+ years,2,52900,3.78,"2,068,526,522",640
535,Armenia,1991,female,35-54 years,9,396300,2.27,"2,068,526,522",640
536,Armenia,1991,male,15-24 years,6,295300,2.03,"2,068,526,522",640
537,Armenia,1991,female,25-34 years,4,342100,1.17,"2,068,526,522",640
538,Armenia,1991,female,15-24 years,0,286400,0,"2,068,526,522",640
539,Armenia,1991,female,5-14 years,0,349500,0,"2,068,526,522",640
540,Armenia,1991,male,5-14 years,0,366200,0,"2,068,526,522",640
541,Armenia,1992,male,75+ years,3,28200,10.64,"1,272,577,456",385
542,Armenia,1992,male,55-74 years,15,215100,6.97,"1,272,577,456",385
543,Armenia,1992,male,35-54 years,22,360400,6.1,"1,272,577,456",385
544,Armenia,1992,male,25-34 years,15,312600,4.8,"1,272,577,456",385
545,Armenia,1992,female,55-74 years,10,263400,3.8,"1,272,577,456",385
546,Armenia,1992,female,75+ years,2,53400,3.75,"1,272,577,456",385
547,Armenia,1992,male,15-24 years,9,300300,3,"1,272,577,456",385
548,Armenia,1992,female,35-54 years,6,410800,1.46,"1,272,577,456",385
549,Armenia,1992,female,15-24 years,1,290100,0.34,"1,272,577,456",385
550,Armenia,1992,female,25-34 years,0,340900,0,"1,272,577,456",385
551,Armenia,1992,female,5-14 years,0,358200,0,"1,272,577,456",385
552,Armenia,1992,male,5-14 years,0,375300,0,"1,272,577,456",385
553,Armenia,1993,female,75+ years,6,53100,11.3,"1,201,313,201",357
554,Armenia,1993,male,55-74 years,20,226400,8.83,"1,201,313,201",357
555,Armenia,1993,male,75+ years,2,28400,7.04,"1,201,313,201",357
556,Armenia,1993,male,35-54 years,25,371900,6.72,"1,201,313,201",357
557,Armenia,1993,male,25-34 years,17,305600,5.56,"1,201,313,201",357
558,Armenia,1993,female,55-74 years,14,276100,5.07,"1,201,313,201",357
559,Armenia,1993,male,15-24 years,7,304800,2.3,"1,201,313,201",357
560,Armenia,1993,female,25-34 years,6,335900,1.79,"1,201,313,201",357
561,Armenia,1993,female,35-54 years,6,424000,1.42,"1,201,313,201",357
562,Armenia,1993,female,15-24 years,3,293900,1.02,"1,201,313,201",357
563,Armenia,1993,female,5-14 years,0,364200,0,"1,201,313,201",357
564,Armenia,1993,male,5-14 years,0,382300,0,"1,201,313,201",357
565,Armenia,1994,male,75+ years,7,28200,24.82,"1,315,158,670",387
566,Armenia,1994,female,75+ years,5,51700,9.67,"1,315,158,670",387
567,Armenia,1994,male,55-74 years,20,235500,8.49,"1,315,158,670",387
568,Armenia,1994,male,35-54 years,31,382500,8.1,"1,315,158,670",387
569,Armenia,1994,female,55-74 years,18,286000,6.29,"1,315,158,670",387
570,Armenia,1994,male,25-34 years,10,297000,3.37,"1,315,158,670",387
571,Armenia,1994,male,15-24 years,6,308300,1.95,"1,315,158,670",387
572,Armenia,1994,female,35-54 years,7,437100,1.6,"1,315,158,670",387
573,Armenia,1994,female,15-24 years,4,297600,1.34,"1,315,158,670",387
574,Armenia,1994,male,5-14 years,2,385400,0.52,"1,315,158,670",387
575,Armenia,1994,female,25-34 years,1,326200,0.31,"1,315,158,670",387
576,Armenia,1994,female,5-14 years,1,367000,0.27,"1,315,158,670",387
577,Armenia,1995,male,55-74 years,29,242300,11.97,"1,468,317,350",426
578,Armenia,1995,male,35-54 years,32,395200,8.1,"1,468,317,350",426
579,Armenia,1995,male,25-34 years,21,289500,7.25,"1,468,317,350",426
580,Armenia,1995,male,75+ years,2,28000,7.14,"1,468,317,350",426
581,Armenia,1995,female,75+ years,2,51400,3.89,"1,468,317,350",426
582,Armenia,1995,female,55-74 years,11,295200,3.73,"1,468,317,350",426
583,Armenia,1995,female,25-34 years,11,313300,3.51,"1,468,317,350",426
584,Armenia,1995,male,15-24 years,10,313600,3.19,"1,468,317,350",426
585,Armenia,1995,female,35-54 years,8,453600,1.76,"1,468,317,350",426
586,Armenia,1995,female,15-24 years,3,303200,0.99,"1,468,317,350",426
587,Armenia,1995,male,5-14 years,1,388200,0.26,"1,468,317,350",426
588,Armenia,1995,female,5-14 years,0,369700,0,"1,468,317,350",426
589,Armenia,1996,male,75+ years,3,27900,10.75,"1,596,968,913",458
590,Armenia,1996,male,55-74 years,18,246200,7.31,"1,596,968,913",458
591,Armenia,1996,male,35-54 years,24,409800,5.86,"1,596,968,913",458
592,Armenia,1996,male,25-34 years,13,284300,4.57,"1,596,968,913",458
593,Armenia,1996,female,55-74 years,12,301900,3.97,"1,596,968,913",458
594,Armenia,1996,female,35-54 years,7,471200,1.49,"1,596,968,913",458
595,Armenia,1996,male,15-24 years,4,320000,1.25,"1,596,968,913",458
596,Armenia,1996,female,25-34 years,3,301500,1,"1,596,968,913",458
597,Armenia,1996,female,15-24 years,1,310200,0.32,"1,596,968,913",458
598,Armenia,1996,female,5-14 years,1,371900,0.27,"1,596,968,913",458
599,Armenia,1996,male,5-14 years,1,390300,0.26,"1,596,968,913",458
600,Armenia,1996,female,75+ years,0,51100,0,"1,596,968,913",458
601,Armenia,1997,male,55-74 years,21,246200,8.53,"1,639,492,424",465
602,Armenia,1997,male,35-54 years,26,426000,6.1,"1,639,492,424",465
603,Armenia,1997,female,75+ years,3,51400,5.84,"1,639,492,424",465
604,Armenia,1997,male,75+ years,1,28500,3.51,"1,639,492,424",465
605,Armenia,1997,male,25-34 years,9,282000,3.19,"1,639,492,424",465
606,Armenia,1997,female,55-74 years,8,304400,2.63,"1,639,492,424",465
607,Armenia,1997,male,15-24 years,4,327300,1.22,"1,639,492,424",465
608,Armenia,1997,female,35-54 years,3,489900,0.61,"1,639,492,424",465
609,Armenia,1997,female,25-34 years,1,294200,0.34,"1,639,492,424",465
610,Armenia,1997,male,5-14 years,1,389500,0.26,"1,639,492,424",465
611,Armenia,1997,female,15-24 years,0,316500,0,"1,639,492,424",465
612,Armenia,1997,female,5-14 years,0,370800,0,"1,639,492,424",465
613,Armenia,1998,male,75+ years,2,29600,6.76,"1,893,726,437",532
614,Armenia,1998,male,55-74 years,16,243300,6.58,"1,893,726,437",532
615,Armenia,1998,male,35-54 years,20,445000,4.49,"1,893,726,437",532
616,Armenia,1998,male,25-34 years,6,280200,2.14,"1,893,726,437",532
617,Armenia,1998,female,55-74 years,6,302000,1.99,"1,893,726,437",532
618,Armenia,1998,female,75+ years,1,53100,1.88,"1,893,726,437",532
619,Armenia,1998,female,35-54 years,9,509800,1.77,"1,893,726,437",532
620,Armenia,1998,male,15-24 years,4,335100,1.19,"1,893,726,437",532
621,Armenia,1998,female,25-34 years,1,289300,0.35,"1,893,726,437",532
622,Armenia,1998,female,5-14 years,1,364600,0.27,"1,893,726,437",532
